"Paper_ID","Old_PDF_Path","New_PDF_Path","Old_Note_Path","New_Note_Path","Primary","Secondary"
"19","03_形式验证_超级优化与规则生成/19-STOKE Stochastic Superoptimization. ASPLOS 2013/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/19-STOKE Stochastic Superoptimization. ASPLOS 2013/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/19_STOKE_Stochastic_Superoptimization_ASPLOS_2013.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/19_STOKE_Stochastic_Superoptimization_ASPLOS_2013.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"20","03_形式验证_超级优化与规则生成/20-Minotaur A SIMD-Oriented Synthesizing Superoptimizer. 2024/paper.pdf","90_Supporting/02_Compiler_Infrastructure/20-Minotaur A SIMD-Oriented Synthesizing Superoptimizer. 2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/20_Minotaur_A_SIMD_Oriented_Synthesizing_Superoptimizer_2024.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/20_Minotaur_A_SIMD_Oriented_Synthesizing_Superoptimizer_2024.md","SUPPORTING","B2_Compiler_Infrastructure"
"30","03_形式验证_超级优化与规则生成/30-Alive Automatic LLVM InstCombine Verification. PLDI 2015/paper.pdf","90_Supporting/02_Compiler_Infrastructure/30-Alive Automatic LLVM InstCombine Verification. PLDI 2015/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/30_Alive_Automatic_LLVM_InstCombine_Verification_PLDI_2015.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/30_Alive_Automatic_LLVM_InstCombine_Verification_PLDI_2015.md","SUPPORTING","B2_Compiler_Infrastructure"
"39","03_形式验证_超级优化与规则生成/39-Enhancing Translation Validation of Compiler Transformations with Large Language Models. arXiv/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/39-Enhancing Translation Validation of Compiler Transformations with Large Language Models. arXiv/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/39_Enhancing_Translation_Validation_of_Compiler_Transformations_with_Larg.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/39_Enhancing_Translation_Validation_of_Compiler_Transformations_with_Larg.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"41","03_形式验证_超级优化与规则生成/41-Finding Missed Code Size Optimizations in Compilers using LLMs. arXiv 2025/paper.pdf","03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/41-Finding Missed Code Size Optimizations in Compilers using LLMs. arXiv 2025/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/41_Finding_Missed_Code_Size_Optimizations_in_Compilers_using_LLMs_arXiv_2.md","文献逐篇阅读/03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/41_Finding_Missed_Code_Size_Optimizations_in_Compilers_using_LLMs_arXiv_2.md","GENERATOR","G4_Tool_Test_Fuzz_Generation"
"43","01_编译阶段排序与强化学习调优/43-Problem-Oriented Code Optimization. arXiv 2024/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/43-Problem-Oriented Code Optimization. arXiv 2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/43_Problem_Oriented_Code_Optimization_Duplicate_Copy.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/43_Problem_Oriented_Code_Optimization_Duplicate_Copy.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"44","03_形式验证_超级优化与规则生成/43-Leveraging Large Language Models for Generalizing Peephole Optimizations. arXiv 2026/paper.pdf","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/43-Leveraging Large Language Models for Generalizing Peephole Optimizations. arXiv 2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/44_Leveraging_Large_Language_Models_for_Generalizing_Peephole_Optimizatio.md","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/44_Leveraging_Large_Language_Models_for_Generalizing_Peephole_Optimizatio.md","GENERATOR","G2_Optimization_Rule_Transform_Generation"
"90","03_形式验证_超级优化与规则生成/44-Verified Code Transpilation LLMs. arXiv 2024/paper.pdf","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/44-Verified Code Transpilation LLMs. arXiv 2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/90_LLMLIFT_Verified_Code_Transpilation.md","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/90_LLMLIFT_Verified_Code_Transpilation.md","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA"
"91","03_形式验证_超级优化与规则生成/45-Test-Free Semantic Mistakes Localization. arXiv 2024/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/45-Test-Free Semantic Mistakes Localization. arXiv 2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/91_EISP_Test_Free_Semantic_Localization.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/91_EISP_Test_Free_Semantic_Localization.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"92","03_形式验证_超级优化与规则生成/46-Unsupervised Binary Code Security. EMNLP 2023/paper.pdf","90_Supporting/04_Traditional_ML_Compiler_Optimization/46-Unsupervised Binary Code Security. EMNLP 2023/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/92_UnsupervisedBinTrans_Cross_ISA_Binary_Translation.md","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/92_UnsupervisedBinTrans_Cross_ISA_Binary_Translation.md","SUPPORTING","B4_Traditional_ML_Compiler_Optimization"
"93","03_形式验证_超级优化与规则生成/47-TFix Text-Text Bug Fix. PMLR 2021/paper.pdf","02_LLM_as_Translator/05_Repair_Compiler_Feedback/47-TFix Text-Text Bug Fix. PMLR 2021/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/93_TFix_Text_to_Text_Bug_Repair.md","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/93_TFix_Text_to_Text_Bug_Repair.md","TRANSLATOR","T5_Repair_Compiler_Feedback"
"94","03_形式验证_超级优化与规则生成/48-LLM Security Tests Generation. arXiv 2023/paper.pdf","03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/48-LLM Security Tests Generation. arXiv 2023/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/94_LLM_Security_Test_Generation.md","文献逐篇阅读/03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/94_LLM_Security_Test_Generation.md","GENERATOR","G4_Tool_Test_Fuzz_Generation"
"95","03_形式验证_超级优化与规则生成/49-Critical Review LLM on SE. arXiv 2023/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/49-Critical Review LLM on SE. arXiv 2023/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/95_EvalGPTFix_Data_Leakage_Aware_Repair.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/95_EvalGPTFix_Data_Leakage_Aware_Repair.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"96","03_形式验证_超级优化与规则生成/50-Evaluating LLMs Compilation Errors. arXiv 2024/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/50-Evaluating LLMs Compilation Errors. arXiv 2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/96_LLMs_for_Compilation_Errors.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/96_LLMs_for_Compilation_Errors.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"97","03_形式验证_超级优化与规则生成/51-Can LLMs Understand IR. arXiv 2025/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/51-Can LLMs Understand IR. arXiv 2025/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/97_LLM_Understanding_of_Compiler_IR.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/97_LLM_Understanding_of_Compiler_IR.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"N22","03_形式验证_超级优化与规则生成/04-Forklift-Neural-Lifter-COLM2024/paper.pdf","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/04-Forklift-Neural-Lifter-COLM2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/N22_Forklift_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N22_Forklift_文献阅读总结.md","TRANSLATOR","T6_Decompilation_LowLevel_Recovery"
"N23","03_形式验证_超级优化与规则生成/05-OpenCL-Polyhedral-LLM-FedCSIS2024/paper.pdf","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/05-OpenCL-Polyhedral-LLM-FedCSIS2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/N23_OpenCL_Polyhedral_LLM_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N23_OpenCL_Polyhedral_LLM_文献阅读总结.md","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization"
"N24","03_形式验证_超级优化与规则生成/21-Lifting-Optimized-Binaries-ACL2026/paper.pdf","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/21-Lifting-Optimized-Binaries-ACL2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/N24_BRIDGE_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N24_BRIDGE_文献阅读总结.md","TRANSLATOR","T6_Decompilation_LowLevel_Recovery"
"N25","03_形式验证_超级优化与规则生成/22-Compiler-Runtime-Co-Verification-CGO2026/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/22-Compiler-Runtime-Co-Verification-CGO2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/N25_CoV_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N25_CoV_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"C01","03_形式验证_超级优化与规则生成/C01-Dynamic-Allocations-Translation-Validation-2024/paper.pdf","90_Supporting/02_Compiler_Infrastructure/C01-Dynamic-Allocations-Translation-Validation-2024/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C01_Dynamic_Allocations_Translation_Validation_文献阅读总结.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C01_Dynamic_Allocations_Translation_Validation_文献阅读总结.md","SUPPORTING","B2_Compiler_Infrastructure"
"C08","03_形式验证_超级优化与规则生成/C08-LPO-Missed-Peephole-Optimizations-ASPLOS2026/paper.pdf","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C08-LPO-Missed-Peephole-Optimizations-ASPLOS2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C08_LPO_文献阅读总结.md","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C08_LPO_文献阅读总结.md","GENERATOR","G2_Optimization_Rule_Transform_Generation"
"C16","03_形式验证_超级优化与规则生成/C16-Parallel-Customizable-Equality-Saturation-CC2026/paper.pdf","90_Supporting/02_Compiler_Infrastructure/C16-Parallel-Customizable-Equality-Saturation-CC2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C16_Foresight_Equality_Saturation_文献阅读总结.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C16_Foresight_Equality_Saturation_文献阅读总结.md","SUPPORTING","B2_Compiler_Infrastructure"
"C17","03_形式验证_超级优化与规则生成/C17-EggMind-LLM-Guided-EqSat-arXiv2026/paper.pdf","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C17-EggMind-LLM-Guided-EqSat-arXiv2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C17_EggMind_文献阅读总结.md","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C17_EggMind_文献阅读总结.md","GENERATOR","G2_Optimization_Rule_Transform_Generation"
"C18","03_形式验证_超级优化与规则生成/C18-E-Path-Equality-Saturation-CFG-arXiv2026/paper.pdf","90_Supporting/02_Compiler_Infrastructure/C18-E-Path-Equality-Saturation-CFG-arXiv2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C18_E_Path_文献阅读总结.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C18_E_Path_文献阅读总结.md","SUPPORTING","B2_Compiler_Infrastructure"
"C19","03_形式验证_超级优化与规则生成/C19-STENSO-Tensor-Program-Superoptimization-CGO2026/paper.pdf","90_Supporting/04_Traditional_ML_Compiler_Optimization/C19-STENSO-Tensor-Program-Superoptimization-CGO2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C19_STENSO_文献阅读总结.md","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C19_STENSO_文献阅读总结.md","SUPPORTING","B4_Traditional_ML_Compiler_Optimization"
"C27","03_形式验证_超级优化与规则生成/C27-Removing-Undef-PLDI2026/paper.pdf","90_Supporting/02_Compiler_Infrastructure/C27-Removing-Undef-PLDI2026/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C27_Towards_Removing_Undef_Values_文献阅读总结.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C27_Towards_Removing_Undef_Values_文献阅读总结.md","SUPPORTING","B2_Compiler_Infrastructure"
"C39","03_形式验证_超级优化与规则生成/C39-SuperCoder-2025/paper.pdf","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/C39-SuperCoder-2025/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/C39_SuperCoder_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/C39_SuperCoder_文献阅读总结.md","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization"
"13","04_向量化与跨ISA代码迁移/13-LLM-Vectorizer LLM-Based Verified Loop Vectorizer. CGO 2025/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/13-LLM-Vectorizer LLM-Based Verified Loop Vectorizer. CGO 2025/paper.pdf","文献逐篇阅读/04_向量化与跨ISA代码迁移/13_LLM_Vectorizer_LLM_Based_Verified_Loop_Vectorizer_CGO_2025.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/13_LLM_Vectorizer_LLM_Based_Verified_Loop_Vectorizer_CGO_2025.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"26","04_向量化与跨ISA代码迁移/26-IntrinTrans LLM-based Intrinsic Code Translator for RISC-V Vector. arXiv 2025/paper.pdf","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/26-IntrinTrans LLM-based Intrinsic Code Translator for RISC-V Vector. arXiv 2025/paper.pdf","文献逐篇阅读/04_向量化与跨ISA代码迁移/26_IntrinTrans_LLM_based_Intrinsic_Code_Translator_for_RISC_V_Vector_arXi.md","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/26_IntrinTrans_LLM_based_Intrinsic_Code_Translator_for_RISC_V_Vector_arXi.md","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA"
"27","04_向量化与跨ISA代码迁移/27-VecIntrinBench Benchmarking Cross-Architecture Intrinsic Code Migration for RISC-V Vector. arXi/paper.pdf","90_Supporting/01_Benchmark_Dataset/27-VecIntrinBench Benchmarking Cross-Architecture Intrinsic Code Migration for RISC-V Vector. arXi/paper.pdf","文献逐篇阅读/04_向量化与跨ISA代码迁移/27_VecIntrinBench_Benchmarking_Cross_Architecture_Intrinsic_Code_Migratio.md","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/27_VecIntrinBench_Benchmarking_Cross_Architecture_Intrinsic_Code_Migratio.md","SUPPORTING","B1_Benchmark_Dataset"
"28","SOURCE_LIMITED_NO_LOCAL_PDF","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/04_向量化与跨ISA代码迁移/28_neon2rvv_A_Translator_from_ARM_NEON_Intrinsics_to_RISC_V_Vector_Extens.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/28_neon2rvv_A_Translator_from_ARM_NEON_Intrinsics_to_RISC_V_Vector_Extens.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"C11","04_向量化与跨ISA代码迁移/C11-TRACE-Code-Translation-Efficiency-ACL2026/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/C11-TRACE-Code-Translation-Efficiency-ACL2026/paper.pdf","文献逐篇阅读/04_向量化与跨ISA代码迁移/C11_TRACE_文献阅读总结.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/C11_TRACE_文献阅读总结.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"C21","04_向量化与跨ISA代码迁移/C21-OML-vect-Transformer-Vectorization-CGO2026/paper.pdf","90_Supporting/04_Traditional_ML_Compiler_Optimization/C21-OML-vect-Transformer-Vectorization-CGO2026/paper.pdf","文献逐篇阅读/04_向量化与跨ISA代码迁移/C21_OML_vect_文献阅读总结.md","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C21_OML_vect_文献阅读总结.md","SUPPORTING","B4_Traditional_ML_Compiler_Optimization"
"21","05_RISC-V_RVV编译器与真实后端/21-A Performance Analysis of Autovectorization on RVV RISC-V. 2025/paper.pdf","90_Supporting/05_Hardware_ISA_Compiler_Background/21-A Performance Analysis of Autovectorization on RVV RISC-V. 2025/paper.pdf","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/21_A_Performance_Analysis_of_Autovectorization_on_RVV_RISC_V_2025.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/21_A_Performance_Analysis_of_Autovectorization_on_RVV_RISC_V_2025.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"22","05_RISC-V_RVV编译器与真实后端/22-RISC-V Vectorization Coverage for HPC A TSVC-Based Analysis. 2025/paper.pdf","90_Supporting/05_Hardware_ISA_Compiler_Background/22-RISC-V Vectorization Coverage for HPC A TSVC-Based Analysis. 2025/paper.pdf","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/22_RISC_V_Vectorization_Coverage_for_HPC_A_TSVC_Based_Analysis_2025.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/22_RISC_V_Vectorization_Coverage_for_HPC_A_TSVC_Based_Analysis_2025.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"23","05_RISC-V_RVV编译器与真实后端/23-Closer in the Gap Towards Portable Performance on RISC-V Vector Processors. arXiv 2026/paper.pdf","90_Supporting/05_Hardware_ISA_Compiler_Background/23-Closer in the Gap Towards Portable Performance on RISC-V Vector Processors. arXiv 2026/paper.pdf","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/23_Closer_in_the_Gap_Towards_Portable_Performance_on_RISC_V_Vector_Proces.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/23_Closer_in_the_Gap_Towards_Portable_Performance_on_RISC_V_Vector_Proces.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"24","05_RISC-V_RVV编译器与真实后端/24-Tensor Program Optimization for the RISC-V Vector Extension Using Probabilistic Programs. arXiv/paper.pdf","90_Supporting/04_Traditional_ML_Compiler_Optimization/24-Tensor Program Optimization for the RISC-V Vector Extension Using Probabilistic Programs. arXiv/paper.pdf","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/24_Tensor_Program_Optimization_for_the_RISC_V_Vector_Extension_Using_Prob.md","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/24_Tensor_Program_Optimization_for_the_RISC_V_Vector_Extension_Using_Prob.md","SUPPORTING","B4_Traditional_ML_Compiler_Optimization"
"25","SOURCE_LIMITED_NO_LOCAL_PDF","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/25_RISC_V_LLVM_backend_optimization_incubator_RVCC_discussion.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/25_RISC_V_LLVM_backend_optimization_incubator_RVCC_discussion.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"29","SOURCE_LIMITED_NO_LOCAL_PDF","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/29_RISC_V_Vector_C_Intrinsic_Specification.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/29_RISC_V_Vector_C_Intrinsic_Specification.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"C12","05_RISC-V_RVV编译器与真实后端/C12-MLIR-xDSL-RVV-Lowering-arXiv2026/paper.pdf","90_Supporting/05_Hardware_ISA_Compiler_Background/C12-MLIR-xDSL-RVV-Lowering-arXiv2026/paper.pdf","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/C12_MLIR_xDSL_RVV_文献阅读总结.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C12_MLIR_xDSL_RVV_文献阅读总结.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"C20","05_RISC-V_RVV编译器与真实后端/C20-Synthesized-Instruction-Selection-Backends-CGO2026/paper.pdf","90_Supporting/05_Hardware_ISA_Compiler_Background/C20-Synthesized-Instruction-Selection-Backends-CGO2026/paper.pdf","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/C20_指令选择后端综合_文献阅读总结.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C20_指令选择后端综合_文献阅读总结.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"C23","05_RISC-V_RVV编译器与真实后端/C23-Multilevel-RISCV-Backend-CGO2025/paper.pdf","90_Supporting/05_Hardware_ISA_Compiler_Background/C23-Multilevel-RISCV-Backend-CGO2025/paper.pdf","文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/C23_Multilevel_RISCV_Backend_文献阅读总结.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C23_Multilevel_RISCV_Backend_文献阅读总结.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"31","06_多硬件编译_代价模型与IR基础设施/31-TVM An Automated End-to-End Optimizing Compiler for Deep Learning. OSDI 2018/paper.pdf","90_Supporting/02_Compiler_Infrastructure/31-TVM An Automated End-to-End Optimizing Compiler for Deep Learning. OSDI 2018/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/31_TVM_An_Automated_End_to_End_Optimizing_Compiler_for_Deep_Learning_OSDI.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/31_TVM_An_Automated_End_to_End_Optimizing_Compiler_for_Deep_Learning_OSDI.md","SUPPORTING","B2_Compiler_Infrastructure"
"32","06_多硬件编译_代价模型与IR基础设施/32-Learning to Optimize Tensor Programs. NeurIPS 2018/paper.pdf","90_Supporting/04_Traditional_ML_Compiler_Optimization/32-Learning to Optimize Tensor Programs. NeurIPS 2018/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/32_Learning_to_Optimize_Tensor_Programs_NeurIPS_2018.md","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/32_Learning_to_Optimize_Tensor_Programs_NeurIPS_2018.md","SUPPORTING","B4_Traditional_ML_Compiler_Optimization"
"33","06_多硬件编译_代价模型与IR基础设施/33-Ithemal Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Network/paper.pdf","90_Supporting/04_Traditional_ML_Compiler_Optimization/33-Ithemal Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Network/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/33_Ithemal_Accurate_Portable_and_Fast_Basic_Block_Throughput_Estimation_u.md","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/33_Ithemal_Accurate_Portable_and_Fast_Basic_Block_Throughput_Estimation_u.md","SUPPORTING","B4_Traditional_ML_Compiler_Optimization"
"34","06_多硬件编译_代价模型与IR基础设施/34-ProGraML A Graph-based Program Representation for Data Flow Analysis and Compiler Optimizations/paper.pdf","90_Supporting/02_Compiler_Infrastructure/34-ProGraML A Graph-based Program Representation for Data Flow Analysis and Compiler Optimizations/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/34_ProGraML_A_Graph_based_Program_Representation_for_Data_Flow_Analysis_a.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/34_ProGraML_A_Graph_based_Program_Representation_for_Data_Flow_Analysis_a.md","SUPPORTING","B2_Compiler_Infrastructure"
"35","06_多硬件编译_代价模型与IR基础设施/35-MLIR Scaling Compiler Infrastructure for Domain Specific Computation. CGO 2021/paper.pdf","90_Supporting/02_Compiler_Infrastructure/35-MLIR Scaling Compiler Infrastructure for Domain Specific Computation. CGO 2021/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/35_MLIR_Scaling_Compiler_Infrastructure_for_Domain_Specific_Computation_C.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/35_MLIR_Scaling_Compiler_Infrastructure_for_Domain_Specific_Computation_C.md","SUPPORTING","B2_Compiler_Infrastructure"
"36","06_多硬件编译_代价模型与IR基础设施/36-Ansor Generating High-Performance Tensor Programs for Deep Learning. OSDI 2020/paper.pdf","90_Supporting/04_Traditional_ML_Compiler_Optimization/36-Ansor Generating High-Performance Tensor Programs for Deep Learning. OSDI 2020/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/36_Ansor_Generating_High_Performance_Tensor_Programs_for_Deep_Learning_OS.md","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/36_Ansor_Generating_High_Performance_Tensor_Programs_for_Deep_Learning_OS.md","SUPPORTING","B4_Traditional_ML_Compiler_Optimization"
"98","06_多硬件编译_代价模型与IR基础设施/37-XGrammar Structured Generation. arXiv 2024/paper.pdf","90_Supporting/02_Compiler_Infrastructure/37-XGrammar Structured Generation. arXiv 2024/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/98_XGrammar_Structured_Generation.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/98_XGrammar_Structured_Generation.md","SUPPORTING","B2_Compiler_Infrastructure"
"99","06_多硬件编译_代价模型与IR基础设施/38-Efficient Guided Generation LLMs. arXiv 2023/paper.pdf","90_Supporting/02_Compiler_Infrastructure/38-Efficient Guided Generation LLMs. arXiv 2023/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/99_Efficient_Guided_Generation.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/99_Efficient_Guided_Generation.md","SUPPORTING","B2_Compiler_Infrastructure"
"100","06_多硬件编译_代价模型与IR基础设施/39-CodeBLEU Code Synthesis Eval. arXiv 2020/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/39-CodeBLEU Code Synthesis Eval. arXiv 2020/paper.pdf","文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/100_CodeBLEU.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/100_CodeBLEU.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
