"Paper_ID","Year","Title","Old_Category","Primary_Category","Secondary_Category","Role","Method","Task","Input_Level","Output_Level","Platform","Feedback","Verification","Benchmark","Tool","Agentic","Priority","Classification_Confidence","Classification_Rationale","Needs_Review","Old_PDF_Path","Old_Note_Path","Proposed_PDF_Path","Proposed_Note_Path"
"72","2021","Evaluating Large Language Models Trained on Code","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B1_Benchmark_Dataset","INFRA_EVALUATOR","NONE","ANALYSIS;TESTING","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","Functional_Test","YES","NONE","NO","中高","HIGH","The work provides a benchmark or dataset rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/62-Evaluating LLMs Trained on Code. arXiv 2021/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/72_Codex_and_HumanEval.md","90_Supporting/01_Benchmark_Dataset/62-Evaluating LLMs Trained on Code. arXiv 2021/paper.pdf","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/72_Codex_and_HumanEval.md"
"73","2024","DeepSeekMath: Pushing the Limits of Mathematical Reasoning in LLMs","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","SFT;RL;GRPO","ANALYSIS","NL;SOURCE","SOURCE","NONE","NONE","NONE","YES","NONE","NO","低","HIGH","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/63-DeepSeekMath Mathematical Reasoning. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/73_DeepSeekMath_and_GRPO.md","90_Supporting/03_LLM_RL_Foundation/63-DeepSeekMath Mathematical Reasoning. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/73_DeepSeekMath_and_GRPO.md"
"74","2025","Algorithmic Language Models with Neurally Compiled Libraries","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","NONE","ANALYSIS","NL;SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","低","HIGH","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/64-Algorithmic LMs Neurally Compiled. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/74_Algorithmic_LMs_with_Neurally_Compiled_Libraries.md","90_Supporting/03_LLM_RL_Foundation/64-Algorithmic LMs Neurally Compiled. arXiv 2025/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/74_Algorithmic_LMs_with_Neurally_Compiled_Libraries.md"
"75","2023","GPT-4 Technical Report","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","RL","ANALYSIS","NL;SOURCE","SOURCE","NONE","NONE","NONE","YES","NONE","NO","低","HIGH","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/65-GPT-4 Technical Report. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/75_GPT_4_Technical_Report.md","90_Supporting/03_LLM_RL_Foundation/65-GPT-4 Technical Report. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/75_GPT_4_Technical_Report.md"
"76","2023","Gemini: A Family of Highly Capable Multimodal Models","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","NONE","ANALYSIS","NL;SOURCE","SOURCE","NONE","NONE","NONE","YES","NONE","NO","低","HIGH","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/66-Gemini Multimodal Models. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/76_Gemini_Multimodal_Models.md","90_Supporting/03_LLM_RL_Foundation/66-Gemini Multimodal Models. arXiv 2023/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/76_Gemini_Multimodal_Models.md"
"77","2024","LLMs as Compiler for Arabic Programming Language","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","NONE","OPT","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","低","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/67-LLMs as Compiler Arabic PL. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/77_Arabic_Programming_Language_with_LLM.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/67-LLMs as Compiler Arabic PL. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/77_Arabic_Programming_Language_with_LLM.md"
"78","2023","AutoChip: Automating HDL Generation Using LLM Feedback","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","Compiler_Feedback","OPT","SOURCE","SOURCE","NONE","Compiler_Diagnostic","NONE","YES","NONE","NO","中","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/68-AutoChip Automated HDL Generation. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/78_AutoChip_HDL_Feedback.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/68-AutoChip Automated HDL Generation. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/78_AutoChip_HDL_Feedback.md"
"79","2023","PIE: Learning Performance-Improving Code Edits","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","CoT","OPT","SOURCE","SOURCE","NONE","Runtime","Multi_Signal","YES","NONE","NO","中","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/69-Learning Perf-Improving Code Edits. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/79_PIE_Performance_Improving_Code_Edits.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/69-Learning Perf-Improving Code Edits. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/79_PIE_Performance_Improving_Code_Edits.md"
"80","2025","SymRTLo: Enhancing RTL Optimization with LLMs and Symbolic Reasoning","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","Formal_Symbolic","OPT","SOURCE","SOURCE","NONE","Verifier_Feedback","Formal_Equivalence","YES","NONE","NO","中","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/70-SymRTLo RTL LLM Symbolic Reasoning. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/80_SymRTLO_Neuro_Symbolic_RTL_Optimization.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/70-SymRTLo RTL LLM Symbolic Reasoning. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/80_SymRTLO_Neuro_Symbolic_RTL_Optimization.md"
"81","2024","Hierarchical Prompting for LLM-Based Chip Design","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","Prompting","OPT","SOURCE","SOURCE","NONE","NONE","NONE","YES","NONE","NO","低","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/71-Rome Not Built Hierarchical Chip Design. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/81_Hierarchical_Prompting_for_Chip_Design.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/71-Rome Not Built Hierarchical Chip Design. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/81_Hierarchical_Prompting_for_Chip_Design.md"
"82","2024","Make Every Move Count: LLM-Based RTL Code Generation Using MCTS","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","Search;MCTS","OPT","SOURCE","SOURCE","NONE","Compiler_Diagnostic","Compiler_Diagnostic","YES","NONE","NO","低","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/72-Make Every Move LLM RTL MCTS. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/82_MCTS_RTL_Generation.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/72-Make Every Move LLM RTL MCTS. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/82_MCTS_RTL_Generation.md"
"83","2025","QiMeng-xpiler: Transcompiling Tensor Programs with Neural-Symbolic Approach","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","Search;Formal_Symbolic","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","CUDA","NONE","NONE","NO","NONE","NO","中","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/73-Qimeng-xpiler Tensor Transcompile. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/83_QiMeng_Xpiler_Neural_Symbolic_Transcompiler.md","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/73-Qimeng-xpiler Tensor Transcompile. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/83_QiMeng_Xpiler_Neural_Symbolic_Transcompiler.md"
"84","2025","Kevin: Multi-Turn RL for Generating CUDA Kernels","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL;PPO","OPT;AUTOTUNING","SOURCE","SOURCE","CUDA;GPU","NONE","NONE","NO","NONE","NO","低","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/74-Kevin MultiTurn RL CUDA Kernels. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/84_Kevin_Multi_Turn_RL_CUDA.md","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/74-Kevin MultiTurn RL CUDA Kernels. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/84_Kevin_Multi_Turn_RL_CUDA.md"
"85","2025","Insights from Verification: Training Verilog LLM with Reinforcement Learning","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","RL;DPO","OPT","SOURCE","SOURCE","NONE","NONE","NONE","YES","NONE","NO","中","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/75-Insights Verification Verilog RL. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/85_Verilog_RL_with_Testbench_Feedback.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/75-Insights Verification Verilog RL. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/85_Verilog_RL_with_Testbench_Feedback.md"
"86","2025","Verilocc: Cross-Architecture Register Allocation via LLM","02 LLM 编译优化智能体与反馈驱动","SELECTOR","S2_Schedule_Config_Autotuning","SELECTOR_POLICY","Formal_Symbolic;Search","AUTOTUNING;OPT","LLVM_IR;HW_CONFIG","COMPILER_CONFIG","GPU","Verifier_Feedback","NONE","NO","NONE","NO","中","HIGH","The model selects a schedule, configuration, or autotuning setting; therefore its primary compiler role is SELECTOR.","NO","02_LLM编译优化智能体与反馈驱动/76-Verilocc Cross-Arch Register Alloc. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/86_Verilocc_Cross_Architecture_Register_Allocation.md","01_LLM_as_Selector/02_Schedule_Config_Autotuning/76-Verilocc Cross-Arch Register Alloc. arXiv 2025/paper.pdf","文献逐篇阅读/01_LLM_as_Selector/02_Schedule_Config_Autotuning/86_Verilocc_Cross_Architecture_Register_Allocation.md"
"87","2025","HPCTransCompile: AI Compiler Dataset for CUDA Transpilation","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B1_Benchmark_Dataset","INFRA_EVALUATOR","Search","ANALYSIS;TESTING","SOURCE;LLVM_IR","SOURCE;LLVM_IR","CUDA","NONE","NONE","YES","TVM","NO","低","HIGH","The work provides a benchmark or dataset rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/77-HPCTranCompile CUDA Dataset. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/87_HPCTransCompile_CUDA_Transpilation_Dataset.md","90_Supporting/01_Benchmark_Dataset/77-HPCTranCompile CUDA Dataset. arXiv 2025/paper.pdf","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/87_HPCTransCompile_CUDA_Transpilation_Dataset.md"
"88","2023","AVATAR: A Parallel Corpus for Java-Python Program Translation","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B1_Benchmark_Dataset","INFRA_EVALUATOR","NONE","ANALYSIS;TESTING","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","Functional_Test","YES","NONE","NO","低","HIGH","The work provides a benchmark or dataset rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/78-AVATAR Java-Python Translation. ACL 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/88_AVATAR_Java_Python_Translation.md","90_Supporting/01_Benchmark_Dataset/78-AVATAR Java-Python Translation. ACL 2023/paper.pdf","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/88_AVATAR_Java_Python_Translation.md"
"89","2023","BinSum: Binary Code Summarization Benchmarking ChatGPT/GPT-4","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B1_Benchmark_Dataset","INFRA_EVALUATOR","CoT","ANALYSIS;TESTING","SOURCE;LLVM_IR","SOURCE;LLVM_IR","GCC;x86;ARM;MULTI_PLATFORM","NONE","NONE","YES","NONE","NO","低","HIGH","The work provides a benchmark or dataset rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/79-Binary Code Summarization Benchmark. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/89_BinSum_Binary_Code_Summarization.md","90_Supporting/01_Benchmark_Dataset/79-Binary Code Summarization Benchmark. arXiv 2023/paper.pdf","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/89_BinSum_Binary_Code_Summarization.md"
"N03","2024","StepCoder: Improving Code Generation with Reinforcement Learning from Compiler Feedback","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T5_Repair_Compiler_Feedback","TRANSLATOR_TRANSFORMER;REPAIRER","SFT;RL;PPO;Compiler_Feedback","REPAIR","SOURCE;COMPILER_CONFIG","SOURCE","NONE","Compiler_Diagnostic","Functional_Test","NO","NONE","NO","中","HIGH","The model directly emits repaired source code using compiler feedback; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/01-StepCoder-RL-Compiler-Feedback-ACL2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N03_StepCoder_文献阅读总结.md","02_LLM_as_Translator/05_Repair_Compiler_Feedback/01-StepCoder-RL-Compiler-Feedback-ACL2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/N03_StepCoder_文献阅读总结.md"
"N04","2024","ECCO: Can We Improve Model-Generated Code Efficiency Without Sacrificing Functional Correctness?","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","RL","OPT","SOURCE","SOURCE","NONE","NONE","NONE","YES","NONE","NO","低","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/02-ECCO-Code-Efficiency-EMNLP2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N04_ECCO_Code_Efficiency_文献阅读总结.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/02-ECCO-Code-Efficiency-EMNLP2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N04_ECCO_Code_Efficiency_文献阅读总结.md"
"N05","2024","Rethinking Code Refinement: Learning to Judge Code Efficiency","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","RL;Search","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","Runtime","Runtime","NO","NONE","NO","低","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING. Audit evidence: The model judges which pre-existing code edit is faster; it evaluates candidates but does not select a compiler action for a compiler system.","NO","02_LLM编译优化智能体与反馈驱动/03-Rethinking-Code-Refinement-EMNLP2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N05_Judging_Code_Efficiency_文献阅读总结.md","90_Supporting/06_Survey_Evaluation_Methodology/03-Rethinking-Code-Refinement-EMNLP2024/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N05_Judging_Code_Efficiency_文献阅读总结.md"
"N06","2024","Unprecedented Code Change Automation: The Fusion of LLMs and Transformation by Example","02 LLM 编译优化智能体与反馈驱动","GENERATOR","G2_Optimization_Rule_Transform_Generation","GENERATOR","RL;Search;Static_Analysis","GENERATION;OPT","SOURCE;LLVM_IR","COMPILER_CONFIG","NONE","NONE","Static_Analysis","NO","NONE","NO","中","HIGH","The model synthesizes reusable rewrite rules or transformation programs, not merely one input instance; therefore its primary compiler role is GENERATOR. Audit evidence: The workflow derives and applies reusable transformation rules across projects, rather than returning only one transformed program instance.","NO","02_LLM编译优化智能体与反馈驱动/06-Code-Change-Automation-FSE2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N06_PyCraft_文献阅读总结.md","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/06-Code-Change-Automation-FSE2024/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/N06_PyCraft_文献阅读总结.md"
"N07","2025","Search-Based LLMs for Code Optimization","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","RL;CoT;Search;Evolutionary","OPT","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","中高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/09-Search-Based-LLMs-Code-Opt-ICSE2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N07_SBLLM_文献阅读总结.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/09-Search-Based-LLMs-Code-Opt-ICSE2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N07_SBLLM_文献阅读总结.md"
"N08","2025","Speed Up Your Code: Progressive Code Acceleration Through Bidirectional Tree Editing","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","RL","OPT","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","低","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/10-Speed-Up-Code-Bidirectional-Tree-ACL2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N08_BITE_文献阅读总结.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/10-Speed-Up-Code-Bidirectional-Tree-ACL2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N08_BITE_文献阅读总结.md"
"N09","2025","DecLLM: LLM-Augmented Recompilable Decompilation for Enabling Programmatic Use of Decompiled Code","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","RL","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","NONE","Compiler_Diagnostic","Multi_Signal","NO","NONE","NO","低","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/11-DecLLM-Recompilable-Decompilation-ISSTA2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N09_DecLLM_文献阅读总结.md","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/11-DecLLM-Recompilable-Decompilation-ISSTA2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N09_DecLLM_文献阅读总结.md"
"N10","2025","Fixing Broken Graphs: LLM-Powered Automatic Code Optimization for DNN Programs","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL","OPT;AUTOTUNING","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","中高","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/12-Fixing-Broken-Graphs-DNN-ASE2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N10_GraphGlue_文献阅读总结.md","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/12-Fixing-Broken-Graphs-DNN-ASE2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N10_GraphGlue_文献阅读总结.md"
"N11","2025","Enhancing LLM to Decompile Optimized PTX to Readable CUDA for Tensor Programs","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","SFT","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","CUDA","NONE","NONE","NO","TVM","NO","中高","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/13-PTX-to-CUDA-Decompile-ASE2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N11_PtxDec_文献阅读总结.md","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/13-PTX-to-CUDA-Decompile-ASE2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N11_PtxDec_文献阅读总结.md"
"N12","2025","Evaluating Pre-trained Large Language Models on Zero Shot Prompts for Parallelization of Source Code","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","Prompting","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","NONE","NO","NONE","NO","低","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/14-Zero-Shot-Parallelization-JSS2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N12_ZeroShot_Parallelization_文献阅读总结.md","90_Supporting/06_Survey_Evaluation_Methodology/14-Zero-Shot-Parallelization-JSS2025/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N12_ZeroShot_Parallelization_文献阅读总结.md"
"N13","2025","NPUEval: Optimizing NPU Kernels with LLMs and Open Source Compilers","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL;RAG","OPT;AUTOTUNING","SOURCE","SOURCE","LLVM","NONE","NONE","NO","MLIR;LLVM","NO","中高","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/15-NPUEval-NPU-Kernels-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N13_NPUEval_文献阅读总结.md","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/15-NPUEval-NPU-Kernels-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N13_NPUEval_文献阅读总结.md"
"N14","2025","GPU Kernel Optimization Beyond Full Builds: An LLM Framework with Minimal Executable Programs","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL;Profiling","OPT;AUTOTUNING","SOURCE","SOURCE","GPU","Runtime;Profiler","Profiler","NO","NONE","NO","中","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/16-GPU-Kernel-Opt-Minimal-Exec-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N14_MEP_GPU_Optimization_文献阅读总结.md","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/16-GPU-Kernel-Opt-Minimal-Exec-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N14_MEP_GPU_Optimization_文献阅读总结.md"
