Paper_ID,Primary,Secondary,Old_Path,Proposed_New_Path
"C42","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C42_POLO_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/C42-POLO-2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C42_POLO_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/C42-POLO-2025/paper.pdf"
"12","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/12_LLM_VeriOpt_Verification_Guided_Reinforcement_Learning_for_LLM_Based_C.md; PDF:03_形式验证_超级优化与规则生成/12-LLM-VeriOpt Verification-Guided Reinforcement Learning for LLM-Based Compiler Optimization. CGO/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/12_LLM_VeriOpt_Verification_Guided_Reinforcement_Learning_for_LLM_Based_C.md; PDF:02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/12-LLM-VeriOpt Verification-Guided Reinforcement Learning for LLM-Based Compiler Optimization. CGO/paper.pdf"
"14","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/14_Alive2_Bounded_Translation_Validation_for_LLVM_PLDI_2021.md; PDF:03_形式验证_超级优化与规则生成/14-Alive2 Bounded Translation Validation for LLVM. PLDI 2021/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/14_Alive2_Bounded_Translation_Validation_for_LLVM_PLDI_2021.md; PDF:90_Supporting/02_Compiler_Infrastructure/14-Alive2 Bounded Translation Validation for LLVM. PLDI 2021/paper.pdf"
"15","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/15_Verified_Learning_for_Compiler_Optimization_An_LLM_Based_Approach.md; PDF:03_形式验证_超级优化与规则生成/15-Verified Learning for Compiler Optimization An LLM-Based Approach/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/15_Verified_Learning_for_Compiler_Optimization_An_LLM_Based_Approach.md; PDF:02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/15-Verified Learning for Compiler Optimization An LLM-Based Approach/paper.pdf"
"17","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/17_Souper_A_Synthesizing_Superoptimizer_arXiv_2017.md; PDF:03_形式验证_超级优化与规则生成/17-Souper A Synthesizing Superoptimizer. arXiv 2017/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/17_Souper_A_Synthesizing_Superoptimizer_arXiv_2017.md; PDF:90_Supporting/02_Compiler_Infrastructure/17-Souper A Synthesizing Superoptimizer. arXiv 2017/paper.pdf"
"18","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/18_Souper_GitHub_Repository.md; PDF:","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/18_Souper_GitHub_Repository.md; PDF:SOURCE_LIMITED_NO_LOCAL_PDF"
"19","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/19_STOKE_Stochastic_Superoptimization_ASPLOS_2013.md; PDF:03_形式验证_超级优化与规则生成/19-STOKE Stochastic Superoptimization. ASPLOS 2013/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/19_STOKE_Stochastic_Superoptimization_ASPLOS_2013.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/19-STOKE Stochastic Superoptimization. ASPLOS 2013/paper.pdf"
"20","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/20_Minotaur_A_SIMD_Oriented_Synthesizing_Superoptimizer_2024.md; PDF:03_形式验证_超级优化与规则生成/20-Minotaur A SIMD-Oriented Synthesizing Superoptimizer. 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/20_Minotaur_A_SIMD_Oriented_Synthesizing_Superoptimizer_2024.md; PDF:90_Supporting/02_Compiler_Infrastructure/20-Minotaur A SIMD-Oriented Synthesizing Superoptimizer. 2024/paper.pdf"
"30","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/30_Alive_Automatic_LLVM_InstCombine_Verification_PLDI_2015.md; PDF:03_形式验证_超级优化与规则生成/30-Alive Automatic LLVM InstCombine Verification. PLDI 2015/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/30_Alive_Automatic_LLVM_InstCombine_Verification_PLDI_2015.md; PDF:90_Supporting/02_Compiler_Infrastructure/30-Alive Automatic LLVM InstCombine Verification. PLDI 2015/paper.pdf"
"39","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/39_Enhancing_Translation_Validation_of_Compiler_Transformations_with_Larg.md; PDF:03_形式验证_超级优化与规则生成/39-Enhancing Translation Validation of Compiler Transformations with Large Language Models. arXiv/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/39_Enhancing_Translation_Validation_of_Compiler_Transformations_with_Larg.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/39-Enhancing Translation Validation of Compiler Transformations with Large Language Models. arXiv/paper.pdf"
"41","GENERATOR","G4_Tool_Test_Fuzz_Generation","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/41_Finding_Missed_Code_Size_Optimizations_in_Compilers_using_LLMs_arXiv_2.md; PDF:03_形式验证_超级优化与规则生成/41-Finding Missed Code Size Optimizations in Compilers using LLMs. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/41_Finding_Missed_Code_Size_Optimizations_in_Compilers_using_LLMs_arXiv_2.md; PDF:03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/41-Finding Missed Code Size Optimizations in Compilers using LLMs. arXiv 2025/paper.pdf"
"43","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/43_Problem_Oriented_Code_Optimization_Duplicate_Copy.md; PDF:01_编译阶段排序与强化学习调优/43-Problem-Oriented Code Optimization. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/43_Problem_Oriented_Code_Optimization_Duplicate_Copy.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/43-Problem-Oriented Code Optimization. arXiv 2024/paper.pdf"
"44","GENERATOR","G2_Optimization_Rule_Transform_Generation","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/44_Leveraging_Large_Language_Models_for_Generalizing_Peephole_Optimizatio.md; PDF:03_形式验证_超级优化与规则生成/43-Leveraging Large Language Models for Generalizing Peephole Optimizations. arXiv 2026/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/44_Leveraging_Large_Language_Models_for_Generalizing_Peephole_Optimizatio.md; PDF:03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/43-Leveraging Large Language Models for Generalizing Peephole Optimizations. arXiv 2026/paper.pdf"
"90","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/90_LLMLIFT_Verified_Code_Transpilation.md; PDF:03_形式验证_超级优化与规则生成/44-Verified Code Transpilation LLMs. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/90_LLMLIFT_Verified_Code_Transpilation.md; PDF:02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/44-Verified Code Transpilation LLMs. arXiv 2024/paper.pdf"
"91","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/91_EISP_Test_Free_Semantic_Localization.md; PDF:03_形式验证_超级优化与规则生成/45-Test-Free Semantic Mistakes Localization. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/91_EISP_Test_Free_Semantic_Localization.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/45-Test-Free Semantic Mistakes Localization. arXiv 2024/paper.pdf"
"92","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/92_UnsupervisedBinTrans_Cross_ISA_Binary_Translation.md; PDF:03_形式验证_超级优化与规则生成/46-Unsupervised Binary Code Security. EMNLP 2023/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/92_UnsupervisedBinTrans_Cross_ISA_Binary_Translation.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/46-Unsupervised Binary Code Security. EMNLP 2023/paper.pdf"
"93","TRANSLATOR","T5_Repair_Compiler_Feedback","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/93_TFix_Text_to_Text_Bug_Repair.md; PDF:03_形式验证_超级优化与规则生成/47-TFix Text-Text Bug Fix. PMLR 2021/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/93_TFix_Text_to_Text_Bug_Repair.md; PDF:02_LLM_as_Translator/05_Repair_Compiler_Feedback/47-TFix Text-Text Bug Fix. PMLR 2021/paper.pdf"
"94","GENERATOR","G4_Tool_Test_Fuzz_Generation","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/94_LLM_Security_Test_Generation.md; PDF:03_形式验证_超级优化与规则生成/48-LLM Security Tests Generation. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/94_LLM_Security_Test_Generation.md; PDF:03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/48-LLM Security Tests Generation. arXiv 2023/paper.pdf"
"95","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/95_EvalGPTFix_Data_Leakage_Aware_Repair.md; PDF:03_形式验证_超级优化与规则生成/49-Critical Review LLM on SE. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/95_EvalGPTFix_Data_Leakage_Aware_Repair.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/49-Critical Review LLM on SE. arXiv 2023/paper.pdf"
"96","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/96_LLMs_for_Compilation_Errors.md; PDF:03_形式验证_超级优化与规则生成/50-Evaluating LLMs Compilation Errors. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/96_LLMs_for_Compilation_Errors.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/50-Evaluating LLMs Compilation Errors. arXiv 2024/paper.pdf"
"97","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/97_LLM_Understanding_of_Compiler_IR.md; PDF:03_形式验证_超级优化与规则生成/51-Can LLMs Understand IR. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/97_LLM_Understanding_of_Compiler_IR.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/51-Can LLMs Understand IR. arXiv 2025/paper.pdf"
"N22","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/N22_Forklift_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/04-Forklift-Neural-Lifter-COLM2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N22_Forklift_文献阅读总结.md; PDF:02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/04-Forklift-Neural-Lifter-COLM2024/paper.pdf"
"N23","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/N23_OpenCL_Polyhedral_LLM_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/05-OpenCL-Polyhedral-LLM-FedCSIS2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N23_OpenCL_Polyhedral_LLM_文献阅读总结.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/05-OpenCL-Polyhedral-LLM-FedCSIS2024/paper.pdf"
"N24","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/N24_BRIDGE_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/21-Lifting-Optimized-Binaries-ACL2026/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N24_BRIDGE_文献阅读总结.md; PDF:02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/21-Lifting-Optimized-Binaries-ACL2026/paper.pdf"
"N25","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/N25_CoV_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/22-Compiler-Runtime-Co-Verification-CGO2026/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N25_CoV_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/22-Compiler-Runtime-Co-Verification-CGO2026/paper.pdf"
"C01","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C01_Dynamic_Allocations_Translation_Validation_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C01-Dynamic-Allocations-Translation-Validation-2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C01_Dynamic_Allocations_Translation_Validation_文献阅读总结.md; PDF:90_Supporting/02_Compiler_Infrastructure/C01-Dynamic-Allocations-Translation-Validation-2024/paper.pdf"
"C08","GENERATOR","G2_Optimization_Rule_Transform_Generation","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C08_LPO_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C08-LPO-Missed-Peephole-Optimizations-ASPLOS2026/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C08_LPO_文献阅读总结.md; PDF:03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C08-LPO-Missed-Peephole-Optimizations-ASPLOS2026/paper.pdf"
"C16","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C16_Foresight_Equality_Saturation_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C16-Parallel-Customizable-Equality-Saturation-CC2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C16_Foresight_Equality_Saturation_文献阅读总结.md; PDF:90_Supporting/02_Compiler_Infrastructure/C16-Parallel-Customizable-Equality-Saturation-CC2026/paper.pdf"
"C17","GENERATOR","G2_Optimization_Rule_Transform_Generation","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C17_EggMind_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C17-EggMind-LLM-Guided-EqSat-arXiv2026/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C17_EggMind_文献阅读总结.md; PDF:03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C17-EggMind-LLM-Guided-EqSat-arXiv2026/paper.pdf"
"C18","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C18_E_Path_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C18-E-Path-Equality-Saturation-CFG-arXiv2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C18_E_Path_文献阅读总结.md; PDF:90_Supporting/02_Compiler_Infrastructure/C18-E-Path-Equality-Saturation-CFG-arXiv2026/paper.pdf"
"C19","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C19_STENSO_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C19-STENSO-Tensor-Program-Superoptimization-CGO2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C19_STENSO_文献阅读总结.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/C19-STENSO-Tensor-Program-Superoptimization-CGO2026/paper.pdf"
"C27","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C27_Towards_Removing_Undef_Values_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C27-Removing-Undef-PLDI2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C27_Towards_Removing_Undef_Values_文献阅读总结.md; PDF:90_Supporting/02_Compiler_Infrastructure/C27-Removing-Undef-PLDI2026/paper.pdf"
"C39","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","NOTE:文献逐篇阅读/03_形式验证_超级优化与规则生成/C39_SuperCoder_文献阅读总结.md; PDF:03_形式验证_超级优化与规则生成/C39-SuperCoder-2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/C39_SuperCoder_文献阅读总结.md; PDF:02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/C39-SuperCoder-2025/paper.pdf"
"13","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/04_向量化与跨ISA代码迁移/13_LLM_Vectorizer_LLM_Based_Verified_Loop_Vectorizer_CGO_2025.md; PDF:04_向量化与跨ISA代码迁移/13-LLM-Vectorizer LLM-Based Verified Loop Vectorizer. CGO 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/13_LLM_Vectorizer_LLM_Based_Verified_Loop_Vectorizer_CGO_2025.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/13-LLM-Vectorizer LLM-Based Verified Loop Vectorizer. CGO 2025/paper.pdf"
"26","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","NOTE:文献逐篇阅读/04_向量化与跨ISA代码迁移/26_IntrinTrans_LLM_based_Intrinsic_Code_Translator_for_RISC_V_Vector_arXi.md; PDF:04_向量化与跨ISA代码迁移/26-IntrinTrans LLM-based Intrinsic Code Translator for RISC-V Vector. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/26_IntrinTrans_LLM_based_Intrinsic_Code_Translator_for_RISC_V_Vector_arXi.md; PDF:02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/26-IntrinTrans LLM-based Intrinsic Code Translator for RISC-V Vector. arXiv 2025/paper.pdf"
"27","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/04_向量化与跨ISA代码迁移/27_VecIntrinBench_Benchmarking_Cross_Architecture_Intrinsic_Code_Migratio.md; PDF:04_向量化与跨ISA代码迁移/27-VecIntrinBench Benchmarking Cross-Architecture Intrinsic Code Migration for RISC-V Vector. arXi/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/27_VecIntrinBench_Benchmarking_Cross_Architecture_Intrinsic_Code_Migratio.md; PDF:90_Supporting/01_Benchmark_Dataset/27-VecIntrinBench Benchmarking Cross-Architecture Intrinsic Code Migration for RISC-V Vector. arXi/paper.pdf"
"28","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/04_向量化与跨ISA代码迁移/28_neon2rvv_A_Translator_from_ARM_NEON_Intrinsics_to_RISC_V_Vector_Extens.md; PDF:","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/28_neon2rvv_A_Translator_from_ARM_NEON_Intrinsics_to_RISC_V_Vector_Extens.md; PDF:SOURCE_LIMITED_NO_LOCAL_PDF"
"C11","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/04_向量化与跨ISA代码迁移/C11_TRACE_文献阅读总结.md; PDF:04_向量化与跨ISA代码迁移/C11-TRACE-Code-Translation-Efficiency-ACL2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/C11_TRACE_文献阅读总结.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/C11-TRACE-Code-Translation-Efficiency-ACL2026/paper.pdf"
"C21","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/04_向量化与跨ISA代码迁移/C21_OML_vect_文献阅读总结.md; PDF:04_向量化与跨ISA代码迁移/C21-OML-vect-Transformer-Vectorization-CGO2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C21_OML_vect_文献阅读总结.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/C21-OML-vect-Transformer-Vectorization-CGO2026/paper.pdf"
"21","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/21_A_Performance_Analysis_of_Autovectorization_on_RVV_RISC_V_2025.md; PDF:05_RISC-V_RVV编译器与真实后端/21-A Performance Analysis of Autovectorization on RVV RISC-V. 2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/21_A_Performance_Analysis_of_Autovectorization_on_RVV_RISC_V_2025.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/21-A Performance Analysis of Autovectorization on RVV RISC-V. 2025/paper.pdf"
"22","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/22_RISC_V_Vectorization_Coverage_for_HPC_A_TSVC_Based_Analysis_2025.md; PDF:05_RISC-V_RVV编译器与真实后端/22-RISC-V Vectorization Coverage for HPC A TSVC-Based Analysis. 2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/22_RISC_V_Vectorization_Coverage_for_HPC_A_TSVC_Based_Analysis_2025.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/22-RISC-V Vectorization Coverage for HPC A TSVC-Based Analysis. 2025/paper.pdf"
"23","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/23_Closer_in_the_Gap_Towards_Portable_Performance_on_RISC_V_Vector_Proces.md; PDF:05_RISC-V_RVV编译器与真实后端/23-Closer in the Gap Towards Portable Performance on RISC-V Vector Processors. arXiv 2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/23_Closer_in_the_Gap_Towards_Portable_Performance_on_RISC_V_Vector_Proces.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/23-Closer in the Gap Towards Portable Performance on RISC-V Vector Processors. arXiv 2026/paper.pdf"
"24","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/24_Tensor_Program_Optimization_for_the_RISC_V_Vector_Extension_Using_Prob.md; PDF:05_RISC-V_RVV编译器与真实后端/24-Tensor Program Optimization for the RISC-V Vector Extension Using Probabilistic Programs. arXiv/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/24_Tensor_Program_Optimization_for_the_RISC_V_Vector_Extension_Using_Prob.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/24-Tensor Program Optimization for the RISC-V Vector Extension Using Probabilistic Programs. arXiv/paper.pdf"
"25","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/25_RISC_V_LLVM_backend_optimization_incubator_RVCC_discussion.md; PDF:","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/25_RISC_V_LLVM_backend_optimization_incubator_RVCC_discussion.md; PDF:SOURCE_LIMITED_NO_LOCAL_PDF"
"29","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/29_RISC_V_Vector_C_Intrinsic_Specification.md; PDF:","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/29_RISC_V_Vector_C_Intrinsic_Specification.md; PDF:SOURCE_LIMITED_NO_LOCAL_PDF"
"C12","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/C12_MLIR_xDSL_RVV_文献阅读总结.md; PDF:05_RISC-V_RVV编译器与真实后端/C12-MLIR-xDSL-RVV-Lowering-arXiv2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C12_MLIR_xDSL_RVV_文献阅读总结.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/C12-MLIR-xDSL-RVV-Lowering-arXiv2026/paper.pdf"
"C20","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/C20_指令选择后端综合_文献阅读总结.md; PDF:05_RISC-V_RVV编译器与真实后端/C20-Synthesized-Instruction-Selection-Backends-CGO2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C20_指令选择后端综合_文献阅读总结.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/C20-Synthesized-Instruction-Selection-Backends-CGO2026/paper.pdf"
"C23","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/05_RISC-V_RVV编译器与真实后端/C23_Multilevel_RISCV_Backend_文献阅读总结.md; PDF:05_RISC-V_RVV编译器与真实后端/C23-Multilevel-RISCV-Backend-CGO2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C23_Multilevel_RISCV_Backend_文献阅读总结.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/C23-Multilevel-RISCV-Backend-CGO2025/paper.pdf"
"31","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/31_TVM_An_Automated_End_to_End_Optimizing_Compiler_for_Deep_Learning_OSDI.md; PDF:06_多硬件编译_代价模型与IR基础设施/31-TVM An Automated End-to-End Optimizing Compiler for Deep Learning. OSDI 2018/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/31_TVM_An_Automated_End_to_End_Optimizing_Compiler_for_Deep_Learning_OSDI.md; PDF:90_Supporting/02_Compiler_Infrastructure/31-TVM An Automated End-to-End Optimizing Compiler for Deep Learning. OSDI 2018/paper.pdf"
