"Paper_ID","Year","Title","Primary_Category","Secondary_Category","Role","Method","Task","Input_Level","Output_Level","Platform","Feedback","Verification","Benchmark","Tool","Agentic","Priority","Classification_Confidence","Classification_Rationale","Needs_Review","PDF_Path","Note_Path"
"N10","2025","Fixing Broken Graphs: LLM-Powered Automatic Code Optimization for DNN Programs","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL","OPT;AUTOTUNING","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","中高","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/12-Fixing-Broken-Graphs-DNN-ASE2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N10_GraphGlue_文献阅读总结.md"
"N11","2025","Enhancing LLM to Decompile Optimized PTX to Readable CUDA for Tensor Programs","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","SFT","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","CUDA","NONE","NONE","NO","TVM","NO","中高","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/13-PTX-to-CUDA-Decompile-ASE2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N11_PtxDec_文献阅读总结.md"
"N12","2025","Evaluating Pre-trained Large Language Models on Zero Shot Prompts for Parallelization of Source Code","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","Prompting","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","NONE","NO","NONE","NO","低","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/14-Zero-Shot-Parallelization-JSS2025/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N12_ZeroShot_Parallelization_文献阅读总结.md"
"N13","2025","NPUEval: Optimizing NPU Kernels with LLMs and Open Source Compilers","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL;RAG","OPT;AUTOTUNING","SOURCE","SOURCE","LLVM","NONE","NONE","NO","MLIR;LLVM","NO","中高","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/15-NPUEval-NPU-Kernels-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N13_NPUEval_文献阅读总结.md"
"N14","2025","GPU Kernel Optimization Beyond Full Builds: An LLM Framework with Minimal Executable Programs","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL;Profiling","OPT;AUTOTUNING","SOURCE","SOURCE","GPU","Runtime;Profiler","Profiler","NO","NONE","NO","中","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/16-GPU-Kernel-Opt-Minimal-Exec-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N14_MEP_GPU_Optimization_文献阅读总结.md"
"N15","2026","HINTPILOT: LLM-based Compiler Hint Synthesis for Code Optimization","SELECTOR","S4_Agent_Tool_Action_Selection","AGENT_ORCHESTRATOR;SELECTOR_POLICY","RL;RAG;Search","OPT;ANALYSIS","SOURCE;LLVM_IR;COMPILER_CONFIG","COMPILER_CONFIG","GCC","Runtime","NONE","NO","NONE","NO","高","HIGH","The model chooses compiler/tool actions while external tools perform transformations; therefore its primary compiler role is SELECTOR. Audit evidence: The LLM emits source-positioned compiler hint combinations; GCC performs the actual optimization, so hints are compiler-action choices.","NO","01_LLM_as_Selector/04_Agent_Tool_Action_Selection/17-HintPilot-Compiler-Hint-ACL2026/paper.pdf","文献逐篇阅读/01_LLM_as_Selector/04_Agent_Tool_Action_Selection/N15_HintPilot_文献阅读总结.md"
"N16","2026","PerfCoder: Large Language Models for Interpretable Code Performance Optimization","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","SFT;GRPO","OPT","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","中","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/18-PerfCoder-Interpretable-ACL2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N16_PerfCoder_文献阅读总结.md"
"N17","2026","AUTOVECCODER: Teaching LLMs to Generate Explicitly Vectorized Code","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","SFT;GRPO;Prompting;CoT;RAG","OPT","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/19-AutoVecCoder-Vectorization-RL-ACL2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N17_AutoVecCoder_文献阅读总结.md"
"N18","2026","Beyond Surface-Level Pattern Trap: LLM Agents for Faster and Smarter Cross-Architecture Code Migration","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","RL;Agent_Tool_Use","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","ARM;RISC-V;RVV;MULTI_PLATFORM","NONE","NONE","NO","NONE","YES","中高","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/20-Cross-Arch-Code-Migration-ACL2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/N18_FSCM_文献阅读总结.md"
"N19","2026","Compiling Code LLMs into Lightweight Executables","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","RL","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","LLVM","NONE","NONE","NO","LLVM","NO","中高","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/05_Hardware_ISA_Compiler_Background/23-Compiling-Code-LLMs-Executables-FSE2026/paper.pdf","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/N19_Ditto_文献阅读总结.md"
"N20","2026","CODMAS: A Dialectic Multi-Agent Collaborative Framework for Structured RTL Optimization","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","RL","OPT","SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","低","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/24-CODMAS-RTL-Opt-EACL2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N20_CODMAS_文献阅读总结.md"
"N21","2026","From LLMs to Agents in Programming: The Impact of Providing an LLM with a Compiler","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","Agent_Tool_Use","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","GCC","Runtime","Functional_Test","NO","NONE","YES","低","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/25-LLMs-to-Agents-Compiler-arxiv2026/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N21_Compiler_Agent_Impact_文献阅读总结.md"
"C07","2025","Code-Optimise: Self-Generated Preference Data for Correctness and Efficiency","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","SFT;DPO;Prompting","OPT","SOURCE","SOURCE","NONE","NONE","Functional_Test","NO","NONE","NO","中高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/C07-Code-Optimise-NAACL2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C07_Code_Optimise_文献阅读总结.md"
"C34","2026","T-LLM Compiler: Trusted LLM-based Code Optimization and Verification Framework","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","SFT;Prompting;CoT","OPT","SOURCE","SOURCE","AArch64","Runtime","Runtime","NO","NONE","NO","中高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/C34-T-LLM-Compiler-2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C34_T-LLM-Compiler_文献阅读总结.md"
"C36","2026","PassNet: Scaling Large Language Models for Graph Compiler Pass Generation","GENERATOR","G1_Compiler_Pass_Generation","GENERATOR","SFT;RL;GRPO;PPO;Formal_Symbolic;Static_Analysis","GENERATION;OPT","SOURCE;LLVM_IR","COMPILER_CONFIG","NONE","NONE","Static_Analysis","YES","NONE","NO","高","HIGH","The model synthesizes a reusable compiler pass, not merely one input instance; therefore its primary compiler role is GENERATOR.","NO","03_LLM_as_Generator/01_Compiler_Pass_Generation/C36-PassNet-2026/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/01_Compiler_Pass_Generation/C36_PassNet_文献阅读总结.md"
"C37","2026","Magellan: Autonomous Discovery of Novel Compiler Optimization Heuristics with AlphaEvolve","GENERATOR","G2_Optimization_Rule_Transform_Generation","GENERATOR","SFT;GRPO;PPO;Search;Agent_Tool_Use;Profiling","GENERATION;OPT","SOURCE;LLVM_IR","COMPILER_CONFIG","LLVM","Runtime;Profiler","Multi_Signal","YES","LLVM","YES","高","HIGH","The model synthesizes reusable rewrite rules or transformation programs, not merely one input instance; therefore its primary compiler role is GENERATOR.","NO","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C37-Magellan-2026/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C37_Magellan_文献阅读总结.md"
"C40","2025","Reductive Analysis with Compiler-Guided Large Language Models for Input-Centric Code Optimizations","SELECTOR","S2_Schedule_Config_Autotuning","SELECTOR_POLICY","Search","AUTOTUNING;OPT","LLVM_IR;HW_CONFIG","COMPILER_CONFIG","NONE","NONE","NONE","NO","NONE","NO","高","HIGH","The model selects a schedule, configuration, or autotuning setting; therefore its primary compiler role is SELECTOR.","NO","01_LLM_as_Selector/02_Schedule_Config_Autotuning/C40-RACL-2025/paper.pdf","文献逐篇阅读/01_LLM_as_Selector/02_Schedule_Config_Autotuning/C40_RACL_文献阅读总结.md"
"C42","2025","POLO: An LLM-Powered Project-Level Code Performance Optimization Framework","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","SFT;RL;GRPO;PPO;Agent_Tool_Use;Profiling","OPT","SOURCE","SOURCE","NONE","Compiler_Diagnostic;Runtime","Multi_Signal","NO","NONE","YES","中高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/C42-POLO-2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C42_POLO_文献阅读总结.md"
"12","2026","LLM-VeriOpt: Verification-Guided Reinforcement Learning for LLM-Based Compiler Optimization","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","TRANSLATOR_TRANSFORMER","RL;GRPO;PPO;Prompting","OPT;VERIFICATION","LLVM_IR;ASM","LLVM_IR;ASM","LLVM","Verifier_Feedback","Multi_Signal","YES","Alive2;LLVM","NO","高","HIGH","The model directly emits optimized IR or assembly; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/12-LLM-VeriOpt Verification-Guided Reinforcement Learning for LLM-Based Compiler Optimization. CGO/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/12_LLM_VeriOpt_Verification_Guided_Reinforcement_Learning_for_LLM_Based_C.md"
"14","2021","Alive2: Bounded Translation Validation for LLVM","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Formal_Symbolic","ANALYSIS","LLVM_IR","LLVM_IR","LLVM","Verifier_Feedback","Multi_Signal","NO","Alive2;LLVM","NO","高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/14-Alive2 Bounded Translation Validation for LLVM. PLDI 2021/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/14_Alive2_Bounded_Translation_Validation_for_LLVM_PLDI_2021.md"
"15","待确认","Verified Learning for Compiler Optimization: An LLM-Based Approach","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","TRANSLATOR_TRANSFORMER","SFT;RL;Prompting","OPT;VERIFICATION","LLVM_IR;ASM","LLVM_IR;ASM","NONE","Verifier_Feedback","Multi_Signal","NO","Alive2","NO","中","MEDIUM","The model directly emits optimized IR or assembly; therefore its primary compiler role is TRANSLATOR. Audit evidence: The available note states that its method description is based on limited metadata and cross-paper inference; the candidate is direct IR transformation but needs the primary paper.","YES","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/15-Verified Learning for Compiler Optimization An LLM-Based Approach/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/15_Verified_Learning_for_Compiler_Optimization_An_LLM_Based_Approach.md"
"17","2017","Souper: A Synthesizing Superoptimizer","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Search;Formal_Symbolic","ANALYSIS","LLVM_IR","LLVM_IR","LLVM","Verifier_Feedback","NONE","NO","LLVM;Souper","NO","中高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/17-Souper A Synthesizing Superoptimizer. arXiv 2017/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/17_Souper_A_Synthesizing_Superoptimizer_arXiv_2017.md"
"18","2017","Souper GitHub Repository — A Synthesizing Superoptimizer for LLVM IR","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Search","ANALYSIS","LLVM_IR","LLVM_IR","LLVM","NONE","Multi_Signal","NO","LLVM;Souper","NO","中","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/18_Souper_GitHub_Repository.md"
"19","2013","STOKE: A Stochastic Superoptimizer for x86-64","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","Search","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","LLVM;x86","NONE","Functional_Test","NO","LLVM;STOKE","NO","高","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/19-STOKE Stochastic Superoptimization. ASPLOS 2013/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/19_STOKE_Stochastic_Superoptimization_ASPLOS_2013.md"
"20","2024","Minotaur: A SIMD-Oriented Synthesizing Superoptimizer","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Search;Formal_Symbolic","ANALYSIS","LLVM_IR","LLVM_IR","LLVM;x86","Verifier_Feedback","Multi_Signal","NO","Alive2;LLVM","NO","高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/20-Minotaur A SIMD-Oriented Synthesizing Superoptimizer. 2024/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/20_Minotaur_A_SIMD_Oriented_Synthesizing_Superoptimizer_2024.md"
"30","2015","Alive: Automatic LLVM InstCombine Verification","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Formal_Symbolic","ANALYSIS","LLVM_IR","LLVM_IR","LLVM","Verifier_Feedback","Formal_Equivalence","NO","LLVM","NO","高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/30-Alive Automatic LLVM InstCombine Verification. PLDI 2015/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/30_Alive_Automatic_LLVM_InstCombine_Verification_PLDI_2015.md"
"39","2024","Enhancing Translation Validation of Compiler Transformations with Large Language Models","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","Verifier_Feedback","Multi_Signal","NO","Alive2","NO","高","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING. Audit evidence: The LLM predicts whether a pre-existing compiler transformation is sound; it is a verifier/judge pipeline, not a Selector, Translator, or Generator.","NO","90_Supporting/06_Survey_Evaluation_Methodology/39-Enhancing Translation Validation of Compiler Transformations with Large Language Models. arXiv/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/39_Enhancing_Translation_Validation_of_Compiler_Transformations_with_Larg.md"
"41","2025","Finding Missed Code Size Optimizations in Compilers using LLMs","GENERATOR","G4_Tool_Test_Fuzz_Generation","GENERATOR","NONE","TESTING;GENERATION","SOURCE;LLVM_IR","SOURCE","GCC","NONE","Differential_Test","NO","NONE","NO","中","HIGH","The model generates reusable compiler-facing test, fuzz, or tooling artifacts, not merely one input instance; therefore its primary compiler role is GENERATOR. Audit evidence: The LLM iteratively generates and mutates C/C++ compiler test programs for differential discovery; its reusable output role is test/fuzz generation.","NO","03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/41-Finding Missed Code Size Optimizations in Compilers using LLMs. arXiv 2025/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/41_Finding_Missed_Code_Size_Optimizations_in_Compilers_using_LLMs_arXiv_2.md"
"43","2024","A Problem-Oriented Perspective for Code Optimization","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","NONE","OPT","SOURCE","SOURCE","NONE","NONE","Functional_Test","NO","NONE","NO","高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/43-Problem-Oriented Code Optimization. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/43_Problem_Oriented_Code_Optimization_Duplicate_Copy.md"
"44","2026","Leveraging Large Language Models for Generalizing Peephole Optimizations","GENERATOR","G2_Optimization_Rule_Transform_Generation","GENERATOR","Formal_Symbolic","GENERATION;OPT","SOURCE;LLVM_IR","COMPILER_CONFIG","LLVM","Verifier_Feedback","Alive2","NO","Alive2;LLVM","NO","高","HIGH","The model synthesizes reusable rewrite rules or transformation programs, not merely one input instance; therefore its primary compiler role is GENERATOR.","NO","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/43-Leveraging Large Language Models for Generalizing Peephole Optimizations. arXiv 2026/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/44_Leveraging_Large_Language_Models_for_Generalizing_Peephole_Optimizatio.md"
"90","2024","LLMLIFT: LLM-Based Verified Code Transpilation","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","Formal_Symbolic","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","NONE","Verifier_Feedback","NONE","YES","NONE","NO","中","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/44-Verified Code Transpilation LLMs. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/90_LLMLIFT_Verified_Code_Transpilation.md"
"91","2024","EISP: Test-Free Semantic Mistakes Localization in Code Translation","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","Prompting","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","Formal_Equivalence","NO","NONE","NO","中","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/45-Test-Free Semantic Mistakes Localization. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/91_EISP_Test_Free_Semantic_Localization.md"
"92","2023","Unsupervised Binary Code Translation for Vulnerability Discovery","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","Formal_Symbolic","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","x86;ARM","NONE","NONE","NO","NONE","NO","中","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/46-Unsupervised Binary Code Security. EMNLP 2023/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/92_UnsupervisedBinTrans_Cross_ISA_Binary_Translation.md"
"93","2021","TFix: Learning to Fix Coding Errors with Text-to-Text Transformer","TRANSLATOR","T5_Repair_Compiler_Feedback","TRANSLATOR_TRANSFORMER;REPAIRER","Static_Analysis","REPAIR","SOURCE;COMPILER_CONFIG","SOURCE","NONE","NONE","Static_Analysis","NO","NONE","NO","中","HIGH","The model directly emits repaired source code using compiler feedback; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/05_Repair_Compiler_Feedback/47-TFix Text-Text Bug Fix. PMLR 2021/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/93_TFix_Text_to_Text_Bug_Repair.md"
"94","2023","How Well Does LLM Generate Security Tests?","GENERATOR","G4_Tool_Test_Fuzz_Generation","GENERATOR","NONE","TESTING;GENERATION","SOURCE;LLVM_IR","SOURCE","NONE","NONE","NONE","NO","NONE","NO","中","HIGH","The model generates reusable compiler-facing test, fuzz, or tooling artifacts, not merely one input instance; therefore its primary compiler role is GENERATOR.","NO","03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/48-LLM Security Tests Generation. arXiv 2023/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/04_Tool_Test_Fuzz_Generation/94_LLM_Security_Test_Generation.md"
"95","2023","EvalGPTFix: A Critical Review of Large Language Model on Software Engineering","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","NONE","NO","NONE","NO","中","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/49-Critical Review LLM on SE. arXiv 2023/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/95_EvalGPTFix_Data_Leakage_Aware_Repair.md"
"96","2024","Evaluating LLMs in Identifying Compilation Errors","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","GCC","Compiler_Diagnostic","Compiler_Diagnostic","NO","NONE","NO","中","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/50-Evaluating LLMs Compilation Errors. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/96_LLMs_for_Compilation_Errors.md"
"97","2025","Can LLMs Understand Intermediate Representations in Compilers?","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","LLVM","NONE","Formal_Equivalence","YES","LLVM","NO","中","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/51-Can LLMs Understand IR. arXiv 2025/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/97_LLM_Understanding_of_Compiler_IR.md"
"N22","2024","Forklift: An Extensible Neural Lifter","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","NONE","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","LLVM;x86;ARM;RISC-V;MULTI_PLATFORM","NONE","NONE","NO","LLVM","NO","中高","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/04-Forklift-Neural-Lifter-COLM2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N22_Forklift_文献阅读总结.md"
"N23","2024","Automatic Generation of OpenCL Code through Polyhedral Compilation with LLM","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL","OPT;AUTOTUNING","SOURCE","SOURCE","GPU","NONE","NONE","NO","NONE","NO","中","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/05-OpenCL-Polyhedral-LLM-FedCSIS2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N23_OpenCL_Polyhedral_LLM_文献阅读总结.md"
"N24","2026","Lifting Optimized Binaries to Canonical Compiler IR via Structure-Aware Retrieval and Iterative Verification","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","RL;RAG","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","LLVM","NONE","NONE","NO","LLVM","NO","高","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/21-Lifting-Optimized-Binaries-ACL2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N24_BRIDGE_文献阅读总结.md"
